solution_id,preference,cost,time,feasible,compliance_5,distinct_groups,n_foods,energy,protein,carbohydrate,fiber,sodium,food_ids,food_names
10,133.4,20.62,392.0,1,5,10,17,2325.76,48.22,257.68,35.91,1923.4,89;331;42;376;367;44;82;9;159;336;369;405;343;314;313;191;46,YABAN MERSİNİ MARMELATI | PORTAKAL SUYU LD | KUŞBURNU MARMELATI | VİŞNE SUYU LD | TAM BUĞDAY EKMEK LD | LOR PEYNİRİ | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | ELMA DİLİM PATATES KIZARTMASI | SALATALIK TURSUSU | TEL ŞEHRİYE ÇORBASI | ZEYTİNYAĞLI TAZE FASULYE | SEBZE GARNİTÜR (HAŞLANMIŞ) LD | PATATES SOTE | PATATES SALATASI LD | ETSİZ PATLICAN MUSAKKA | MENEMEN
11,132.6,20.22,487.0,0,4,14,17,1997.57,60.23,276.29,28.28,1802.93,376;92;44;90;9;82;25;139;160;89;329;43;153;152;177;85;188,VİŞNE SUYU LD | YEŞİL ZEYTIN | LOR PEYNİRİ | YAZ HELVASI | ÇEÇİL PEYNİRİ | TAHİN PEKMEZ | HAVUÇ SUYU | ÇİLEK | ELMA SUYU LD | YABAN MERSİNİ MARMELATI | PİRİNÇLİ NOHUT ÇORBASI | KÜP PATATES KIZARTMASI B | DOMATESLİ PİRİNÇ PİLAVI | DOMATESLİ MAKARNA | ETSİZ BULGURLU KABAK YAHNİ | TAVADA YUMURTA | ETSİZ NOHUT
12,129.7,28.58,225.0,0,4,11,17,1950.7,42.87,235.37,29.28,1504.22,86;57;286;7;12;248;3;139;44;76;5;91;48;214;95;85;404,ÜZÜM PEKMEZİ | PATATESLİ GÜL BÖREĞİ | MANDALİNA | BÖĞÜRTLEN REÇELİ | ÇİLEK REÇELİ | KARPUZ | AYVA REÇELİ | ÇİLEK | LOR PEYNİRİ | SİYAH ZEYTIN | BAL | YER FISTIĞI EZMESİ | MEVSİM SALATASI | HAVUÇ TARATOR | AKDENİZ SALATASI LD | TAVADA YUMURTA | ZEYTİNYAĞLI SEMİZOTU
13,129.3,21.65,342.0,1,5,10,17,2042.26,51.87,199.06,20.97,2216.38,160;27;44;92;367;82;9;272;95;266;274;70;249;246;383;245;216,ELMA SUYU LD | HAZIR PAKETLİ TATLI-TAHİN HELVASI | LOR PEYNİRİ | YEŞİL ZEYTIN | TAM BUĞDAY EKMEK LD | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | KREMALI FESLEĞENLİ MAKARNA | AKDENİZ SALATASI LD | KORNİŞON TURŞU | KREMALI MANTAR ÇORBASI | SEBZE GARNİTÜR (HAŞLANMIŞ) | KAŞAR PEYNİRLİ MAKARNA | KARNABAHAR SALATASI LD | YOĞURTLU BUĞDAY ÇORBASI | KARIŞIK TURŞU | HAVUÇ-TURP SALATASI LD
14,129.3,22.1,212.0,0,4,12,18,2335.8,57.72,341.07,28.39,1617.42,42;92;44;88;76;81;367;7;250;161;82;9;24;152;344;269;381;51,KUŞBURNU MARMELATI | YEŞİL ZEYTIN | LOR PEYNİRİ | VİŞNE SUYU | SİYAH ZEYTIN | ŞEFTALİ SUYU | TAM BUĞDAY EKMEK LD | BÖĞÜRTLEN REÇELİ | KAVUN | ERİK | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | HAVUÇ SALATASI | DOMATESLİ MAKARNA | SEBZE GRATEN | KREM ŞOKOLA | YOĞURT | NARLI KAHVALTI SALATASI
15,127.5,15.58,507.0,0,3,10,16,2145.7,54.83,300.02,18.29,1593.89,367;331;42;376;90;252;82;9;26;110;276;185;404;200;163;211,TAM BUĞDAY EKMEK LD | PORTAKAL SUYU LD | KUŞBURNU MARMELATI | VİŞNE SUYU LD | YAZ HELVASI | KAYISI SUYU LD | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | HAVUÇ-TURP SALATASI | ARRABİATA SOSLU MAKARNA | KREMALI SÜTLÜ PATATES | ETSİZ KEREVİZ | ZEYTİNYAĞLI SEMİZOTU | FINDIKLI İRMİK HELVASI | ERZİNCAN ÇORBASI LD | HAVUÇ ÇORBASI
16,126.7,37.13,179.0,0,1,12,20,1987.59,46.65,344.73,18.77,1481.79,81;87;161;376;92;375;75;5;86;12;76;82;214;366;216;381;266;23;68;28,ŞEFTALİ SUYU | VİŞNE REÇELİ | ERİK | VİŞNE SUYU LD | YEŞİL ZEYTIN | ÜZÜM | SİMİT | BAL | ÜZÜM PEKMEZİ | ÇİLEK REÇELİ | SİYAH ZEYTIN | TAHİN PEKMEZ | HAVUÇ TARATOR | ŞEKERPARE | HAVUÇ-TURP SALATASI LD | YOĞURT | KORNİŞON TURŞU | HAŞLANMIŞ YUMURTA | POŞE YUMURTA | HİNDİ SALAMI
17,125.0,28.37,200.0,1,5,10,15,2139.23,48.9,253.36,34.06,1605.93,18;376;158;7;208;160;16;3;36;44;5;13;194;316;175,ELMA SUYU | VİŞNE SUYU LD | ELMA | BÖĞÜRTLEN REÇELİ | GREYFURT SUYU LD | ELMA SUYU LD | EKMEK | AYVA REÇELİ | KAYMAK | LOR PEYNİRİ | BAL | ÇOBAN SALATASI | ETSİZ PİRİNÇLİ PIRASA | PATLICAN MUSAKKA | ETSİZ BROKOLİ
18,123.8,27.3,170.0,0,3,12,17,1949.25,38.22,283.01,34.09,1959.23,331;250;92;75;87;158;139;44;367;5;7;266;48;214;95;85;404,PORTAKAL SUYU LD | KAVUN | YEŞİL ZEYTIN | SİMİT | VİŞNE REÇELİ | ELMA | ÇİLEK | LOR PEYNİRİ | TAM BUĞDAY EKMEK LD | BAL | BÖĞÜRTLEN REÇELİ | KORNİŞON TURŞU | MEVSİM SALATASI | HAVUÇ TARATOR | AKDENİZ SALATASI LD | TAVADA YUMURTA | ZEYTİNYAĞLI SEMİZOTU
19,123.2,17.16,352.0,0,4,12,16,2119.29,41.65,330.58,34.85,1501.0,41;92;44;88;76;81;367;7;250;147;124;24;159;152;344;215,KURU KAYISI | YEŞİL ZEYTIN | LOR PEYNİRİ | VİŞNE SUYU | SİYAH ZEYTIN | ŞEFTALİ SUYU | TAM BUĞDAY EKMEK LD | BÖĞÜRTLEN REÇELİ | KAVUN | DOMATES SALATALIK SÖĞÜŞ LD | BOLONEZ SOSLU MAKARNA | HAVUÇ SALATASI | ELMA DİLİM PATATES KIZARTMASI | DOMATESLİ MAKARNA | SEBZE GRATEN | HAVUÇLU PİRİNÇ PİLAVI
20,122.7,21.19,297.0,0,4,13,17,2059.98,38.04,283.4,32.89,1616.2,160;76;158;16;3;36;84;7;35;139;182;74;152;253;70;95;23,ELMA SUYU LD | SİYAH ZEYTIN | ELMA | EKMEK | AYVA REÇELİ | KAYMAK | TAM BUĞDAY EKMEK | BÖĞÜRTLEN REÇELİ | KAYISI SUYU | ÇİLEK | ETSİZ KABAK DOLMASI | SEMİZOTU SALATASI | DOMATESLİ MAKARNA | KEMALPAŞA TATLISI | SEBZE GARNİTÜR (HAŞLANMIŞ) | AKDENİZ SALATASI LD | HAŞLANMIŞ YUMURTA
21,121.6,21.97,230.0,1,5,11,15,2013.5,51.84,270.78,20.47,1791.15,376;80;158;7;208;160;16;3;36;92;395;129;383;28;360,VİŞNE SUYU LD | ŞEFTALİ REÇELİ | ELMA | BÖĞÜRTLEN REÇELİ | GREYFURT SUYU LD | ELMA SUYU LD | EKMEK | AYVA REÇELİ | KAYMAK | YEŞİL ZEYTIN | YOĞURTLU SEMİZOTU | BULGUR PİLAVI | YOĞURTLU BUĞDAY ÇORBASI | HİNDİ SALAMI | ŞAKŞUKA
22,121.6,18.37,431.0,1,5,10,16,2132.67,72.51,280.11,30.44,1504.21,89;331;42;376;367;44;82;9;181;69;26;212;188;45;154;312,YABAN MERSİNİ MARMELATI | PORTAKAL SUYU LD | KUŞBURNU MARMELATI | VİŞNE SUYU LD | TAM BUĞDAY EKMEK LD | LOR PEYNİRİ | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | ETSİZ HAVUÇLU YEŞİL MERCİMEK | ROKA SALATASI | HAVUÇ-TURP SALATASI | HAVUÇ SALATASI LD | ETSİZ NOHUT | MAKARNA SALATASI | DÜĞÜN ÇORBASI | PATATES PÜRESİ
23,121.4,17.34,327.0,0,4,10,14,2017.05,47.52,282.28,22.02,1450.64,367;331;42;376;90;252;82;9;215;51;297;194;243;332,TAM BUĞDAY EKMEK LD | PORTAKAL SUYU LD | KUŞBURNU MARMELATI | VİŞNE SUYU LD | YAZ HELVASI | KAYISI SUYU LD | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | HAVUÇLU PİRİNÇ PİLAVI | NARLI KAHVALTI SALATASI | MEVSİM SALATASI LD | ETSİZ PİRİNÇLİ PIRASA | KABAK TARATOR | PORTAKALLI REVANİ
24,119.6,17.03,457.0,1,5,14,15,2060.97,59.93,290.38,30.97,1669.1,367;331;42;9;82;25;139;362;329;43;153;152;177;85;188,TAM BUĞDAY EKMEK LD | PORTAKAL SUYU LD | KUŞBURNU MARMELATI | ÇEÇİL PEYNİRİ | TAHİN PEKMEZ | HAVUÇ SUYU | ÇİLEK | ŞEFTALİ SUYU LD | PİRİNÇLİ NOHUT ÇORBASI | KÜP PATATES KIZARTMASI B | DOMATESLİ PİRİNÇ PİLAVI | DOMATESLİ MAKARNA | ETSİZ BULGURLU KABAK YAHNİ | TAVADA YUMURTA | ETSİZ NOHUT
25,119.2,26.66,210.0,0,4,12,17,2166.86,50.13,316.24,25.81,1857.44,75;160;76;158;16;3;36;7;161;44;92;386;28;269;215;297;10,SİMİT | ELMA SUYU LD | SİYAH ZEYTIN | ELMA | EKMEK | AYVA REÇELİ | KAYMAK | BÖĞÜRTLEN REÇELİ | ERİK | LOR PEYNİRİ | YEŞİL ZEYTIN | YOĞURTLU ISPANAK | HİNDİ SALAMI | KREM ŞOKOLA | HAVUÇLU PİRİNÇ PİLAVI | MEVSİM SALATASI LD | ÇILBIR
26,114.6,14.65,384.0,1,5,10,14,2049.34,62.64,290.08,31.75,1501.32,89;331;42;376;367;44;82;9;182;183;147;54;181;110,YABAN MERSİNİ MARMELATI | PORTAKAL SUYU LD | KUŞBURNU MARMELATI | VİŞNE SUYU LD | TAM BUĞDAY EKMEK LD | LOR PEYNİRİ | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | ETSİZ KABAK DOLMASI | ETSİZ KAPUSKA | DOMATES SALATALIK SÖĞÜŞ LD | PARMAK PATATES KIZARTMASI B | ETSİZ HAVUÇLU YEŞİL MERCİMEK | ARRABİATA SOSLU MAKARNA
27,114.6,17.15,285.0,0,2,12,15,2056.06,36.47,309.92,31.5,1487.09,160;76;158;16;3;36;84;7;35;139;243;194;24;108;332,ELMA SUYU LD | SİYAH ZEYTIN | ELMA | EKMEK | AYVA REÇELİ | KAYMAK | TAM BUĞDAY EKMEK | BÖĞÜRTLEN REÇELİ | KAYISI SUYU | ÇİLEK | KABAK TARATOR | ETSİZ PİRİNÇLİ PIRASA | HAVUÇ SALATASI | ARPA ŞEHRİYE PİLAVI | PORTAKALLI REVANİ
28,113.0,36.91,155.0,0,4,12,16,2194.43,41.59,304.51,25.15,2016.38,16;251;35;18;3;362;36;105;86;92;91;116;104;95;353;62,EKMEK | KAYISI | KAYISI SUYU | ELMA SUYU | AYVA REÇELİ | ŞEFTALİ SUYU LD | KAYMAK | ARMUT | ÜZÜM PEKMEZİ | YEŞİL ZEYTIN | YER FISTIĞI EZMESİ | BADEMLİ PİRİNÇ PİLAVI | ANTEP FISTIKLI TEL KADAYIF | AKDENİZ SALATASI LD | SEMİZOTU SALATASI LD | PEYNİRLİ AKDENİZ SALATASI
29,112.9,23.08,222.0,0,4,10,16,2023.31,39.93,180.72,35.66,1525.81,42;92;44;88;76;81;367;7;250;161;82;9;187;352;334;192,KUŞBURNU MARMELATI | YEŞİL ZEYTIN | LOR PEYNİRİ | VİŞNE SUYU | SİYAH ZEYTIN | ŞEFTALİ SUYU | TAM BUĞDAY EKMEK LD | BÖĞÜRTLEN REÇELİ | KAVUN | ERİK | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | ETSİZ MANTAR SOTE | SEBZELİ PİRİNÇ PİLAVI | ROKA SALATASI LD | ETSİZ PİRİNÇLİ ISPANAK
30,112.8,28.79,130.0,0,4,11,15,1950.64,98.14,227.85,26.41,2015.0,89;158;76;16;3;36;84;7;35;44;139;353;131;194;121,YABAN MERSİNİ MARMELATI | ELMA | SİYAH ZEYTIN | EKMEK | AYVA REÇELİ | KAYMAK | TAM BUĞDAY EKMEK | BÖĞÜRTLEN REÇELİ | KAYISI SUYU | LOR PEYNİRİ | ÇİLEK | SEMİZOTU SALATASI LD | CACIK | ETSİZ PİRİNÇLİ PIRASA | BALIK KIZARTMASI
31,111.6,16.96,255.0,0,4,12,14,1992.98,49.55,283.56,29.33,1735.4,42;92;44;88;76;81;367;7;302;129;383;28;360;402,KUŞBURNU MARMELATI | YEŞİL ZEYTIN | LOR PEYNİRİ | VİŞNE SUYU | SİYAH ZEYTIN | ŞEFTALİ SUYU | TAM BUĞDAY EKMEK LD | BÖĞÜRTLEN REÇELİ | MUZ | BULGUR PİLAVI | YOĞURTLU BUĞDAY ÇORBASI | HİNDİ SALAMI | ŞAKŞUKA | ZEYTİNYAĞLI KEREVİZ
32,109.2,23.81,162.0,0,4,13,15,2008.08,48.54,318.2,47.89,1603.96,113;14;92;18;9;21;3;105;252;28;396;23;114;370;243,AYVA | DİL PEYNİRİ | YEŞİL ZEYTIN | ELMA SUYU | ÇEÇİL PEYNİRİ | FINDIK EZMESİ | AYVA REÇELİ | ARMUT | KAYISI SUYU LD | HİNDİ SALAMI | ZEYTİNYAĞLI BEZELYE | HAŞLANMIŞ YUMURTA | AYVA TATLISI | TEL ŞEHRİYELİ HAVUÇ ÇORBASI | KABAK TARATOR
33,108.1,21.28,212.0,0,3,11,14,2187.78,50.78,298.65,19.59,1383.08,76;158;16;3;36;7;35;80;367;21;82;175;311;358,SİYAH ZEYTIN | ELMA | EKMEK | AYVA REÇELİ | KAYMAK | BÖĞÜRTLEN REÇELİ | KAYISI SUYU | ŞEFTALİ REÇELİ | TAM BUĞDAY EKMEK LD | FINDIK EZMESİ | TAHİN PEKMEZ | ETSİZ BROKOLİ | PATATES OTURTMASI | SÜTLAÇ
34,106.7,20.5,240.0,1,5,9,14,2006.12,52.89,192.33,20.13,2186.95,94;331;44;92;367;82;9;57;95;317;246;274;217;212,YULAF GEVREĞİ | PORTAKAL SUYU LD | LOR PEYNİRİ | YEŞİL ZEYTIN | TAM BUĞDAY EKMEK LD | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | PATATESLİ GÜL BÖREĞİ | AKDENİZ SALATASI LD | PEYNİRLİ AKDENİZ SALATASI LD | KARNABAHAR SALATASI LD | KREMALI MANTAR ÇORBASI | HAYDARİ | HAVUÇ SALATASI LD
35,103.3,12.43,340.0,0,4,8,13,1977.16,47.32,269.97,29.78,1639.57,89;331;42;376;367;44;362;9;178;294;360;343;338,YABAN MERSİNİ MARMELATI | PORTAKAL SUYU LD | KUŞBURNU MARMELATI | VİŞNE SUYU LD | TAM BUĞDAY EKMEK LD | LOR PEYNİRİ | ŞEFTALİ SUYU LD | ÇEÇİL PEYNİRİ | ETSİZ BULGURLU LAHANA | MELEK PİLAVI | ŞAKŞUKA | SEBZE GARNİTÜR (HAŞLANMIŞ) LD | SALÇALI MAKARNA
36,103.0,21.51,202.0,1,5,9,15,2363.72,59.5,219.46,29.66,1751.16,42;92;44;88;76;81;367;7;250;161;82;9;187;300;344,KUŞBURNU MARMELATI | YEŞİL ZEYTIN | LOR PEYNİRİ | VİŞNE SUYU | SİYAH ZEYTIN | ŞEFTALİ SUYU | TAM BUĞDAY EKMEK LD | BÖĞÜRTLEN REÇELİ | KAVUN | ERİK | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | ETSİZ MANTAR SOTE | MISIRLI AYRAN ÇORBASI | SEBZE GRATEN
37,102.9,15.73,272.0,1,5,10,14,2032.79,51.58,233.85,22.35,1510.72,89;331;42;376;367;44;82;9;311;297;314;77;280;405,YABAN MERSİNİ MARMELATI | PORTAKAL SUYU LD | KUŞBURNU MARMELATI | VİŞNE SUYU LD | TAM BUĞDAY EKMEK LD | LOR PEYNİRİ | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | PATATES OTURTMASI | MEVSİM SALATASI LD | PATATES SOTE | SOSİS | KÜP PATATES KIZARTMASI | ZEYTİNYAĞLI TAZE FASULYE
38,102.8,18.74,217.0,1,5,10,13,2056.28,60.63,289.61,38.6,1506.8,22;362;155;367;44;82;9;75;396;69;200;212;188,GREYFURT SUYU | ŞEFTALİ SUYU LD | EKMEK LD | TAM BUĞDAY EKMEK LD | LOR PEYNİRİ | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | SİMİT | ZEYTİNYAĞLI BEZELYE | ROKA SALATASI | FINDIKLI İRMİK HELVASI | HAVUÇ SALATASI LD | ETSİZ NOHUT
39,102.4,24.53,122.0,0,4,9,14,2388.02,101.48,261.38,34.8,2186.55,42;92;44;88;76;91;367;7;250;161;82;302;317;118,KUŞBURNU MARMELATI | YEŞİL ZEYTIN | LOR PEYNİRİ | VİŞNE SUYU | SİYAH ZEYTIN | YER FISTIĞI EZMESİ | TAM BUĞDAY EKMEK LD | BÖĞÜRTLEN REÇELİ | KAVUN | ERİK | TAHİN PEKMEZ | MUZ | PEYNİRLİ AKDENİZ SALATASI LD | BAHÇIVAN KEBABI
40,99.9,13.08,432.0,0,4,10,13,1998.71,54.82,264.99,26.37,1616.75,155;331;44;92;367;82;9;57;179;47;272;291;305,EKMEK LD | PORTAKAL SUYU LD | LOR PEYNİRİ | YEŞİL ZEYTIN | TAM BUĞDAY EKMEK LD | TAHİN PEKMEZ | ÇEÇİL PEYNİRİ | PATATESLİ GÜL BÖREĞİ | ETSİZ BULGURLU PATATESLİ LAHANA | MERCİMEK ÇORBASI | KREMALI FESLEĞENLİ MAKARNA | MANTARLI MAKARNA | NOHUTLU PİRİNÇ PİLAVI
41,99.0,15.08,335.0,0,4,12,13,1992.3,51.06,247.86,31.41,2059.45,76;16;331;42;36;265;155;123;177;85;24;162;344,SİYAH ZEYTIN | EKMEK | PORTAKAL SUYU LD | KUŞBURNU MARMELATI | KAYMAK | KİVİ | EKMEK LD | BARBUNYA PİLAKİ | ETSİZ BULGURLU KABAK YAHNİ | TAVADA YUMURTA | HAVUÇ SALATASI | ERİŞTE | SEBZE GRATEN
42,98.2,17.85,252.0,0,4,11,13,2065.34,46.51,272.2,18.96,1606.35,160;36;155;14;89;7;367;269;215;297;273;15;391,ELMA SUYU LD | KAYMAK | EKMEK LD | DİL PEYNİRİ | YABAN MERSİNİ MARMELATI | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | KREM ŞOKOLA | HAVUÇLU PİRİNÇ PİLAVI | MEVSİM SALATASI LD | KREMALI ISPANAK ÇORBASI | DOMATES SALATALIK SÖĞÜŞ | YOĞURTLU KARNABAHAR KIZARTMASI
43,94.5,14.94,295.0,0,4,8,11,2116.79,44.34,307.09,34.78,1649.87,42;3;7;36;82;50;313;183;55;243;269,KUŞBURNU MARMELATI | AYVA REÇELİ | BÖĞÜRTLEN REÇELİ | KAYMAK | TAHİN PEKMEZ | MEYVELİ YULAF GEVREĞİ | PATATES SALATASI LD | ETSİZ KAPUSKA | PATATES PÜRESİ B | KABAK TARATOR | KREM ŞOKOLA
44,94.3,16.84,225.0,1,5,10,14,2013.62,55.18,253.97,31.33,1717.27,44;6;12;76;93;367;113;14;92;24;159;152;344;269,LOR PEYNİRİ | BEYAZ PEYNIR | ÇİLEK REÇELİ | SİYAH ZEYTIN | YOĞURT B | TAM BUĞDAY EKMEK LD | AYVA | DİL PEYNİRİ | YEŞİL ZEYTIN | HAVUÇ SALATASI | ELMA DİLİM PATATES KIZARTMASI | DOMATESLİ MAKARNA | SEBZE GRATEN | KREM ŞOKOLA
45,93.9,23.48,155.0,1,5,10,14,2052.73,47.05,236.4,28.53,1775.16,376;80;158;7;208;160;16;3;36;92;395;241;34;316,VİŞNE SUYU LD | ŞEFTALİ REÇELİ | ELMA | BÖĞÜRTLEN REÇELİ | GREYFURT SUYU LD | ELMA SUYU LD | EKMEK | AYVA REÇELİ | KAYMAK | YEŞİL ZEYTIN | YOĞURTLU SEMİZOTU | KABAK KALYE | KARNABAHAR SALATASI | PATLICAN MUSAKKA
46,93.7,19.23,162.0,1,5,9,12,2223.48,50.8,189.44,45.3,1748.68,113;76;367;3;9;82;25;139;362;360;132;187,AYVA | SİYAH ZEYTIN | TAM BUĞDAY EKMEK LD | AYVA REÇELİ | ÇEÇİL PEYNİRİ | TAHİN PEKMEZ | HAVUÇ SUYU | ÇİLEK | ŞEFTALİ SUYU LD | ŞAKŞUKA | CACIK LD | ETSİZ MANTAR SOTE
