solution_id,preference,cost,time,feasible,compliance_5,distinct_groups,n_foods,energy,protein,carbohydrate,fiber,sodium,food_ids,food_names
10,156.6,38.48,252.0,0,4,11,20,2277.6,48.6,332.72,34.17,1900.96,88;3;92;160;213;44;42;158;82;5;89;248;21;7;76;12;295;389;132;196,VİŞNE SUYU | AYVA REÇELİ | YEŞİL ZEYTIN | ELMA SUYU LD | HAVUÇ SUYU LD | LOR PEYNİRİ | KUŞBURNU MARMELATI | ELMA | TAHİN PEKMEZ | BAL | YABAN MERSİNİ MARMELATI | KARPUZ | FINDIK EZMESİ | BÖĞÜRTLEN REÇELİ | SİYAH ZEYTIN | ÇİLEK REÇELİ | MENEMEN LD | YOĞURTLU KARIŞIK KIZARTMA | CACIK LD | ETSİZ TÜRLÜ
11,155.1,24.73,527.0,0,2,15,19,2402.02,68.41,344.47,19.52,2064.5,252;18;61;90;376;67;155;212;380;215;70;358;150;270;159;23;68;28;334,KAYISI SUYU LD | ELMA SUYU | PERMESAN PEYNİRİ | YAZ HELVASI | VİŞNE SUYU LD | PORTAKAL SUYU | EKMEK LD | HAVUÇ SALATASI LD | YEŞİL MERCİMEKLİ ERİŞTE | HAVUÇLU PİRİNÇ PİLAVI | SEBZE GARNİTÜR (HAŞLANMIŞ) | SÜTLAÇ | DOMATESLİ BİBERLİ ERİŞTE | KREMALI BROKOLİ ÇORBASI | ELMA DİLİM PATATES KIZARTMASI | HAŞLANMIŞ YUMURTA | POŞE YUMURTA | HİNDİ SALAMI | ROKA SALATASI LD
12,154.2,39.2,247.0,0,3,13,22,2013.33,38.29,334.55,36.51,1747.99,161;331;250;12;213;44;42;158;82;5;89;248;21;76;7;86;152;116;334;20;51;184,ERİK | PORTAKAL SUYU LD | KAVUN | ÇİLEK REÇELİ | HAVUÇ SUYU LD | LOR PEYNİRİ | KUŞBURNU MARMELATI | ELMA | TAHİN PEKMEZ | BAL | YABAN MERSİNİ MARMELATI | KARPUZ | FINDIK EZMESİ | SİYAH ZEYTIN | BÖĞÜRTLEN REÇELİ | ÜZÜM PEKMEZİ | DOMATESLİ MAKARNA | BADEMLİ PİRİNÇ PİLAVI | ROKA SALATASI LD | EZOGELİN ÇORBASI | NARLI KAHVALTI SALATASI | ETSİZ KARNABAHAR
13,152.8,26.65,287.0,0,3,10,18,2512.43,65.13,341.52,39.34,1501.69,89;7;252;375;3;80;286;376;82;91;190;189;46;297;129;334;74;85,YABAN MERSİNİ MARMELATI | BÖĞÜRTLEN REÇELİ | KAYISI SUYU LD | ÜZÜM | AYVA REÇELİ | ŞEFTALİ REÇELİ | MANDALİNA | VİŞNE SUYU LD | TAHİN PEKMEZ | YER FISTIĞI EZMESİ | ETSİZ PATATES OTURTMASI | ETSİZ NOHUTLU BRÜKSEL LAHANASI | MENEMEN | MEVSİM SALATASI LD | BULGUR PİLAVI | ROKA SALATASI LD | SEMİZOTU SALATASI | TAVADA YUMURTA
14,150.3,38.83,247.0,0,2,12,20,1952.86,39.94,310.13,33.23,1528.56,161;331;250;12;213;44;42;158;87;5;89;21;76;7;82;393;370;126;54;46,ERİK | PORTAKAL SUYU LD | KAVUN | ÇİLEK REÇELİ | HAVUÇ SUYU LD | LOR PEYNİRİ | KUŞBURNU MARMELATI | ELMA | VİŞNE REÇELİ | BAL | YABAN MERSİNİ MARMELATI | FINDIK EZMESİ | SİYAH ZEYTIN | BÖĞÜRTLEN REÇELİ | TAHİN PEKMEZ | YOĞURTLU PATLICAN KIZARTMASI | TEL ŞEHRİYELİ HAVUÇ ÇORBASI | BROKOLİ SALATASI LD | PARMAK PATATES KIZARTMASI B | MENEMEN
15,150.2,31.8,234.0,0,2,12,19,2122.72,61.33,338.88,18.11,1361.53,89;7;82;375;3;22;80;286;376;91;44;92;76;328;122;115;68;395;23,YABAN MERSİNİ MARMELATI | BÖĞÜRTLEN REÇELİ | TAHİN PEKMEZ | ÜZÜM | AYVA REÇELİ | GREYFURT SUYU | ŞEFTALİ REÇELİ | MANDALİNA | VİŞNE SUYU LD | YER FISTIĞI EZMESİ | LOR PEYNİRİ | YEŞİL ZEYTIN | SİYAH ZEYTIN | PİRİNÇLİ HAVUÇ ÇORBASI | BALIK PANE | BADEMLİ MUHALLEBİ | POŞE YUMURTA | YOĞURTLU SEMİZOTU | HAŞLANMIŞ YUMURTA
16,146.8,28.02,248.0,0,4,12,19,1971.31,50.8,263.83,24.52,2067.88,367;75;213;252;18;36;76;3;82;44;12;86;212;254;23;280;192;45;131,TAM BUĞDAY EKMEK LD | SİMİT | HAVUÇ SUYU LD | KAYISI SUYU LD | ELMA SUYU | KAYMAK | SİYAH ZEYTIN | AYVA REÇELİ | TAHİN PEKMEZ | LOR PEYNİRİ | ÇİLEK REÇELİ | ÜZÜM PEKMEZİ | HAVUÇ SALATASI LD | KISIR | HAŞLANMIŞ YUMURTA | KÜP PATATES KIZARTMASI | ETSİZ PİRİNÇLİ ISPANAK | MAKARNA SALATASI | CACIK
17,145.2,32.16,209.0,0,2,12,22,1998.39,37.11,317.52,34.18,1800.04,35;88;92;160;213;44;42;158;82;5;89;248;21;7;76;365;132;26;15;334;266;355,KAYISI SUYU | VİŞNE SUYU | YEŞİL ZEYTIN | ELMA SUYU LD | HAVUÇ SUYU LD | LOR PEYNİRİ | KUŞBURNU MARMELATI | ELMA | TAHİN PEKMEZ | BAL | YABAN MERSİNİ MARMELATI | KARPUZ | FINDIK EZMESİ | BÖĞÜRTLEN REÇELİ | SİYAH ZEYTIN | ŞEHRİYELİ PİRİNÇ PİLAVI | CACIK LD | HAVUÇ-TURP SALATASI | DOMATES SALATALIK SÖĞÜŞ | ROKA SALATASI LD | KORNİŞON TURŞU | SOSLU PATLICAN KIZARTMASI
18,144.9,27.32,227.0,0,2,11,18,1962.11,38.44,297.79,37.55,1430.93,35;88;92;160;213;44;42;158;82;5;89;36;199;313;245;334;34;215,KAYISI SUYU | VİŞNE SUYU | YEŞİL ZEYTIN | ELMA SUYU LD | HAVUÇ SUYU LD | LOR PEYNİRİ | KUŞBURNU MARMELATI | ELMA | TAHİN PEKMEZ | BAL | YABAN MERSİNİ MARMELATI | KAYMAK | FASULYE PİYAZI | PATATES SALATASI LD | KARIŞIK TURŞU | ROKA SALATASI LD | KARNABAHAR SALATASI | HAVUÇLU PİRİNÇ PİLAVI
19,141.5,27.74,504.0,0,3,12,19,2305.91,39.48,255.91,18.54,1500.16,89;36;30;285;18;76;7;86;274;353;328;28;365;68;147;215;141;23;153,YABAN MERSİNİ MARMELATI | KAYMAK | ISPANAKLI GÜL BÖREĞİ | MALTA ERİĞİ | ELMA SUYU | SİYAH ZEYTIN | BÖĞÜRTLEN REÇELİ | ÜZÜM PEKMEZİ | KREMALI MANTAR ÇORBASI | SEMİZOTU SALATASI LD | PİRİNÇLİ HAVUÇ ÇORBASI | HİNDİ SALAMI | ŞEHRİYELİ PİRİNÇ PİLAVI | POŞE YUMURTA | DOMATES SALATALIK SÖĞÜŞ LD | HAVUÇLU PİRİNÇ PİLAVI | ÇOBAN SALATASI LD | HAŞLANMIŞ YUMURTA | DOMATESLİ PİRİNÇ PİLAVI
20,140.7,32.1,182.0,0,3,11,22,1947.36,44.55,318.71,27.73,1567.58,88;35;92;160;161;44;42;158;82;5;89;248;21;86;7;76;12;91;266;360;298;314,VİŞNE SUYU | KAYISI SUYU | YEŞİL ZEYTIN | ELMA SUYU LD | ERİK | LOR PEYNİRİ | KUŞBURNU MARMELATI | ELMA | TAHİN PEKMEZ | BAL | YABAN MERSİNİ MARMELATI | KARPUZ | FINDIK EZMESİ | ÜZÜM PEKMEZİ | BÖĞÜRTLEN REÇELİ | SİYAH ZEYTIN | ÇİLEK REÇELİ | YER FISTIĞI EZMESİ | KORNİŞON TURŞU | ŞAKŞUKA | MEYHANE PİLAVI | PATATES SOTE
21,139.2,23.32,534.0,0,4,10,18,2137.97,45.99,256.61,18.33,1619.81,88;81;42;44;36;53;99;159;353;328;28;365;68;147;215;141;23;153,VİŞNE SUYU | ŞEFTALİ SUYU | KUŞBURNU MARMELATI | LOR PEYNİRİ | KAYMAK | PANKEK | ANDALOZ ÇORBASI | ELMA DİLİM PATATES KIZARTMASI | SEMİZOTU SALATASI LD | PİRİNÇLİ HAVUÇ ÇORBASI | HİNDİ SALAMI | ŞEHRİYELİ PİRİNÇ PİLAVI | POŞE YUMURTA | DOMATES SALATALIK SÖĞÜŞ LD | HAVUÇLU PİRİNÇ PİLAVI | ÇOBAN SALATASI LD | HAŞLANMIŞ YUMURTA | DOMATESLİ PİRİNÇ PİLAVI
22,136.9,23.67,526.0,0,4,11,17,2232.26,45.05,244.23,20.66,1362.76,42;158;82;89;36;31;127;274;353;328;28;365;68;147;215;141;23,KUŞBURNU MARMELATI | ELMA | TAHİN PEKMEZ | YABAN MERSİNİ MARMELATI | KAYMAK | ISPANAKLI KOL BÖREĞİ | BUĞDAY RİSOTTO | KREMALI MANTAR ÇORBASI | SEMİZOTU SALATASI LD | PİRİNÇLİ HAVUÇ ÇORBASI | HİNDİ SALAMI | ŞEHRİYELİ PİRİNÇ PİLAVI | POŞE YUMURTA | DOMATES SALATALIK SÖĞÜŞ LD | HAVUÇLU PİRİNÇ PİLAVI | ÇOBAN SALATASI LD | HAŞLANMIŞ YUMURTA
23,136.8,28.22,237.0,0,4,11,17,2106.97,36.76,273.84,26.96,2184.29,367;75;213;252;18;36;76;3;82;44;12;86;51;282;242;212;344,TAM BUĞDAY EKMEK LD | SİMİT | HAVUÇ SUYU LD | KAYISI SUYU LD | ELMA SUYU | KAYMAK | SİYAH ZEYTIN | AYVA REÇELİ | TAHİN PEKMEZ | LOR PEYNİRİ | ÇİLEK REÇELİ | ÜZÜM PEKMEZİ | NARLI KAHVALTI SALATASI | MAHLUTA ÇORBASI | KABAK MÜCVER | HAVUÇ SALATASI LD | SEBZE GRATEN
24,133.3,21.75,466.0,0,4,14,18,2357.05,61.25,342.55,36.83,1682.94,286;57;81;87;44;21;86;82;92;147;188;124;108;150;296;24;23;245,MANDALİNA | PATATESLİ GÜL BÖREĞİ | ŞEFTALİ SUYU | VİŞNE REÇELİ | LOR PEYNİRİ | FINDIK EZMESİ | ÜZÜM PEKMEZİ | TAHİN PEKMEZ | YEŞİL ZEYTIN | DOMATES SALATALIK SÖĞÜŞ LD | ETSİZ NOHUT | BOLONEZ SOSLU MAKARNA | ARPA ŞEHRİYE PİLAVI | DOMATESLİ BİBERLİ ERİŞTE | MERCİMEK ÇORBASI LD | HAVUÇ SALATASI | HAŞLANMIŞ YUMURTA | KARIŞIK TURŞU
25,133.2,32.97,167.0,0,3,11,21,2118.6,56.82,304.32,29.69,1434.69,88;35;92;160;161;44;42;158;82;5;89;248;21;86;7;76;12;91;316;298;314,VİŞNE SUYU | KAYISI SUYU | YEŞİL ZEYTIN | ELMA SUYU LD | ERİK | LOR PEYNİRİ | KUŞBURNU MARMELATI | ELMA | TAHİN PEKMEZ | BAL | YABAN MERSİNİ MARMELATI | KARPUZ | FINDIK EZMESİ | ÜZÜM PEKMEZİ | BÖĞÜRTLEN REÇELİ | SİYAH ZEYTIN | ÇİLEK REÇELİ | YER FISTIĞI EZMESİ | PATLICAN MUSAKKA | MEYHANE PİLAVI | PATATES SOTE
26,132.7,27.79,197.0,0,4,11,19,2020.43,50.72,316.68,20.72,1555.72,88;35;92;160;213;44;42;158;5;89;248;21;7;82;76;129;266;360;298,VİŞNE SUYU | KAYISI SUYU | YEŞİL ZEYTIN | ELMA SUYU LD | HAVUÇ SUYU LD | LOR PEYNİRİ | KUŞBURNU MARMELATI | ELMA | BAL | YABAN MERSİNİ MARMELATI | KARPUZ | FINDIK EZMESİ | BÖĞÜRTLEN REÇELİ | TAHİN PEKMEZ | SİYAH ZEYTIN | BULGUR PİLAVI | KORNİŞON TURŞU | ŞAKŞUKA | MEYHANE PİLAVI
27,132.5,31.16,222.0,1,5,11,17,2235.28,61.22,294.57,24.66,1509.13,89;7;82;375;3;22;80;286;376;44;76;92;91;51;215;313;125,YABAN MERSİNİ MARMELATI | BÖĞÜRTLEN REÇELİ | TAHİN PEKMEZ | ÜZÜM | AYVA REÇELİ | GREYFURT SUYU | ŞEFTALİ REÇELİ | MANDALİNA | VİŞNE SUYU LD | LOR PEYNİRİ | SİYAH ZEYTIN | YEŞİL ZEYTIN | YER FISTIĞI EZMESİ | NARLI KAHVALTI SALATASI | HAVUÇLU PİRİNÇ PİLAVI | PATATES SALATASI LD | BÖFSTRAGONOF
28,130.0,22.15,455.0,0,4,11,17,2132.24,40.23,314.47,22.42,1991.06,42;155;80;252;76;35;88;208;92;25;180;212;246;291;310;309;395,KUŞBURNU MARMELATI | EKMEK LD | ŞEFTALİ REÇELİ | KAYISI SUYU LD | SİYAH ZEYTIN | KAYISI SUYU | VİŞNE SUYU | GREYFURT SUYU LD | YEŞİL ZEYTIN | HAVUÇ SUYU | ETSİZ GÜVEÇ | HAVUÇ SALATASI LD | KARNABAHAR SALATASI LD | MANTARLI MAKARNA | PATATES ÇORBASI | PARMAK PATATES KIZARTMASI | YOĞURTLU SEMİZOTU
29,129.5,22.98,417.0,0,4,13,16,1960.97,49.96,262.77,24.83,1893.52,367;14;82;376;89;5;11;127;274;353;328;28;365;68;147;215,TAM BUĞDAY EKMEK LD | DİL PEYNİRİ | TAHİN PEKMEZ | VİŞNE SUYU LD | YABAN MERSİNİ MARMELATI | BAL | ÇİKOLATALI YULAF GEVREĞİ | BUĞDAY RİSOTTO | KREMALI MANTAR ÇORBASI | SEMİZOTU SALATASI LD | PİRİNÇLİ HAVUÇ ÇORBASI | HİNDİ SALAMI | ŞEHRİYELİ PİRİNÇ PİLAVI | POŞE YUMURTA | DOMATES SALATALIK SÖĞÜŞ LD | HAVUÇLU PİRİNÇ PİLAVI
30,126.9,18.23,385.0,0,4,11,16,1928.67,62.88,230.19,27.47,2226.04,18;90;367;44;92;88;376;112;212;8;194;343;336;197;390;344,ELMA SUYU | YAZ HELVASI | TAM BUĞDAY EKMEK LD | LOR PEYNİRİ | YEŞİL ZEYTIN | VİŞNE SUYU | VİŞNE SUYU LD | AYRAN | HAVUÇ SALATASI LD | BROKOLİ SALATASI | ETSİZ PİRİNÇLİ PIRASA | SEBZE GARNİTÜR (HAŞLANMIŞ) LD | SALATALIK TURSUSU | EZOGELİN ÇORBASI LD | YOĞURTLU KARNABAHAR | SEBZE GRATEN
31,125.8,21.86,263.0,0,3,12,16,1917.64,39.44,255.99,20.46,1948.0,362;75;213;252;18;82;76;3;36;44;369;243;23;280;192;45,ŞEFTALİ SUYU LD | SİMİT | HAVUÇ SUYU LD | KAYISI SUYU LD | ELMA SUYU | TAHİN PEKMEZ | SİYAH ZEYTIN | AYVA REÇELİ | KAYMAK | LOR PEYNİRİ | TEL ŞEHRİYE ÇORBASI | KABAK TARATOR | HAŞLANMIŞ YUMURTA | KÜP PATATES KIZARTMASI | ETSİZ PİRİNÇLİ ISPANAK | MAKARNA SALATASI
32,125.2,28.86,142.0,0,4,10,15,1803.59,44.4,241.82,20.42,1790.49,367;75;213;252;18;36;76;3;82;44;12;86;295;389;132,TAM BUĞDAY EKMEK LD | SİMİT | HAVUÇ SUYU LD | KAYISI SUYU LD | ELMA SUYU | KAYMAK | SİYAH ZEYTIN | AYVA REÇELİ | TAHİN PEKMEZ | LOR PEYNİRİ | ÇİLEK REÇELİ | ÜZÜM PEKMEZİ | MENEMEN LD | YOĞURTLU KARIŞIK KIZARTMA | CACIK LD
33,124.7,23.34,352.0,1,5,11,15,2178.1,50.54,297.94,42.96,1565.73,44;42;158;16;82;208;5;71;199;193;398;141;313;43;245,LOR PEYNİRİ | KUŞBURNU MARMELATI | ELMA | EKMEK | TAHİN PEKMEZ | GREYFURT SUYU LD | BAL | SEBZELİ GÜL BÖREĞİ | FASULYE PİYAZI | ETSİZ PİRİNÇLİ KABAK YAHNİ | ZEYTİNYAĞLI BROKOLİ | ÇOBAN SALATASI LD | PATATES SALATASI LD | KÜP PATATES KIZARTMASI B | KARIŞIK TURŞU
34,121.4,31.66,152.0,0,2,10,17,2187.77,77.44,323.33,19.93,1473.89,88;35;92;160;213;44;42;158;82;5;89;248;21;7;76;363;385,VİŞNE SUYU | KAYISI SUYU | YEŞİL ZEYTIN | ELMA SUYU LD | HAVUÇ SUYU LD | LOR PEYNİRİ | KUŞBURNU MARMELATI | ELMA | TAHİN PEKMEZ | BAL | YABAN MERSİNİ MARMELATI | KARPUZ | FINDIK EZMESİ | BÖĞÜRTLEN REÇELİ | SİYAH ZEYTIN | ŞEHRİYELİ  GÜVEÇ | YOĞURTLU HAVUÇ KIZARTMASI
35,120.8,19.62,330.0,0,4,13,14,2054.97,47.1,338.62,26.42,1519.31,44;208;302;7;367;252;18;92;90;332;389;126;163;85,LOR PEYNİRİ | GREYFURT SUYU LD | MUZ | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | KAYISI SUYU LD | ELMA SUYU | YEŞİL ZEYTIN | YAZ HELVASI | PORTAKALLI REVANİ | YOĞURTLU KARIŞIK KIZARTMA | BROKOLİ SALATASI LD | ERZİNCAN ÇORBASI LD | TAVADA YUMURTA
36,120.6,20.28,586.0,0,3,8,15,2426.12,46.72,212.98,18.16,1985.77,59;82;7;127;274;353;328;28;365;68;147;215;141;23;153,PATATESLİ MİLFÖY BÖREĞİ | TAHİN PEKMEZ | BÖĞÜRTLEN REÇELİ | BUĞDAY RİSOTTO | KREMALI MANTAR ÇORBASI | SEMİZOTU SALATASI LD | PİRİNÇLİ HAVUÇ ÇORBASI | HİNDİ SALAMI | ŞEHRİYELİ PİRİNÇ PİLAVI | POŞE YUMURTA | DOMATES SALATALIK SÖĞÜŞ LD | HAVUÇLU PİRİNÇ PİLAVI | ÇOBAN SALATASI LD | HAŞLANMIŞ YUMURTA | DOMATESLİ PİRİNÇ PİLAVI
37,116.8,26.59,242.0,1,5,11,16,2110.94,50.35,275.18,39.15,2149.95,86;44;42;158;82;248;21;376;155;25;26;126;1;189;385;214,ÜZÜM PEKMEZİ | LOR PEYNİRİ | KUŞBURNU MARMELATI | ELMA | TAHİN PEKMEZ | KARPUZ | FINDIK EZMESİ | VİŞNE SUYU LD | EKMEK LD | HAVUÇ SUYU | HAVUÇ-TURP SALATASI | BROKOLİ SALATASI LD | AKDENİZ SALATASI | ETSİZ NOHUTLU BRÜKSEL LAHANASI | YOĞURTLU HAVUÇ KIZARTMASI | HAVUÇ TARATOR
38,116.8,21.37,380.0,0,4,10,15,2168.69,40.78,311.04,39.47,2086.99,376;75;88;139;86;330;331;194;185;365;141;370;126;54;242,VİŞNE SUYU LD | SİMİT | VİŞNE SUYU | ÇİLEK | ÜZÜM PEKMEZİ | PORTAKAL | PORTAKAL SUYU LD | ETSİZ PİRİNÇLİ PIRASA | ETSİZ KEREVİZ | ŞEHRİYELİ PİRİNÇ PİLAVI | ÇOBAN SALATASI LD | TEL ŞEHRİYELİ HAVUÇ ÇORBASI | BROKOLİ SALATASI LD | PARMAK PATATES KIZARTMASI B | KABAK MÜCVER
39,115.3,19.2,557.0,1,5,10,15,2358.37,79.38,292.8,31.95,1636.56,81;367;82;160;35;112;380;10;163;271;211;246;150;4;173,ŞEFTALİ SUYU | TAM BUĞDAY EKMEK LD | TAHİN PEKMEZ | ELMA SUYU LD | KAYISI SUYU | AYRAN | YEŞİL MERCİMEKLİ ERİŞTE | ÇILBIR | ERZİNCAN ÇORBASI LD | KREMALI DOMATES  ÇORBASI | HAVUÇ ÇORBASI | KARNABAHAR SALATASI LD | DOMATESLİ BİBERLİ ERİŞTE | BAHARATLI ELMA DİLİM PATATES KIZARTMASI B | ETSİZ BEZELYE
